Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-02-18,06:42:57,PNQ9398826,Cancelled by Customer,CID1735180,Auto,Nigdi,Chinchwad,,,1.0,Wait time too long,,,,,,,,,
2024-06-04,11:22:20,PNQ2098857,Cancelled by Driver,CID6370333,Bike,Wakad,Swargate,,,,,1.0,Traffic too heavy,,,,,,,
2024-12-16,08:29:44,PNQ6400252,Cancelled by Driver,CID5737400,Prime Sedan,Akurdi,Shivajinagar,,,,,1.0,Traffic too heavy,,,,,,,
2024-01-17,21:26:08,PNQ8833403,Completed,CID5166452,Prime Sedan,NIBM Road,Deccan Gymkhana,3.0,39.2,,,,,,,116.0,4.95,4.3,4.5,UPI
2024-08-30,08:54:06,PNQ9998667,No Driver Found,CID4511404,Prime Sedan,Chinchwad,Nigdi,,,,,,,,,,,,,
2024-07-31,13:15:28,PNQ1354962,Cancelled by Customer,CID3980510,Prime SUV,Wakad,Balewadi,,,1.0,Driver was too far,,,,,,,,,
2024-05-08,11:53:08,PNQ1157096,Cancelled by Customer,CID2566578,Auto,Lohegaon,Kalyani Nagar,,,1.0,Change of plans,,,,,,,,,
2024-02-14,17:53:30,PNQ8833923,Completed,CID3581099,Auto,Airport Road,Vishrantwadi,1.9,17.2,,,,,,,163.0,4.82,3.2,4.8,UPI
2024-07-10,22:46:46,PNQ7444684,Completed,CID6380236,Bike,Nigdi,Chinchwad,6.4,4.6,,,,,,,110.0,5.31,3.9,4.4,Credit Card
2024-03-26,18:16:56,PNQ2953431,Completed,CID7014039,Auto,Chinchwad,Hinjewadi Phase 3,1.9,15.5,,,,,,,251.0,9.18,4.3,5.0,Ola Money
2024-02-21,08:27:01,PNQ8195342,Cancelled by Customer,CID5922610,Go Mini,Hadapsar,Undri,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-09-20,09:07:32,PNQ1011291,Completed,CID4226044,Bike,Kalyani Nagar,Deccan Gymkhana,8.8,9.4,,,,,,,211.0,8.79,3.8,4.4,UPI
2024-12-01,12:10:00,PNQ2041809,Cancelled by Driver,CID3359726,Bike,Akurdi,Lohegaon,,,,,1.0,Customer cancelled trip,,,,,,,
2024-10-28,16:03:27,PNQ9736244,Completed,CID5632713,Go Mini,Pune Station,Wagholi,4.5,26.9,,,,,,,254.0,12.35,3.8,3.3,UPI
2024-10-19,09:38:53,PNQ6328741,Completed,CID5898856,Auto,Vishrantwadi,Pune Station,13.4,1.9,,,,,,,214.0,6.79,3.5,4.2,UPI
2024-08-08,09:50:54,PNQ5116677,Cancelled by Customer,CID4611427,Auto,Undri,Pune Station,,,1.0,Driver was too far,,,,,,,,,
2024-04-30,20:38:21,PNQ5372387,Completed,CID4078590,Go Sedan,Airport Road,Aundh,9.5,6.1,,,,,,,304.0,10.58,4.4,4.0,Credit Card
2024-02-07,12:31:03,PNQ8824063,No Driver Found,CID3916757,Go Sedan,Hinjewadi Phase 2,Magarpatta,,,,,,,,,,,,,
2024-06-08,10:45:21,PNQ6490630,Completed,CID1999987,Go Sedan,Wagholi,Nigdi,4.7,23.5,,,,,,,679.0,24.15,4.4,4.5,Cash
2024-11-11,19:34:09,PNQ6279381,Completed,CID8826799,Auto,Hinjewadi Phase 3,Vishrantwadi,1.2,7.7,,,,,,,358.0,15.78,4.0,4.5,UPI
2024-03-05,20:45:46,PNQ2019553,Completed,CID9630863,Bike,Pune Station,Airport Road,6.2,10.6,,,,,,,159.0,8.37,4.0,4.2,UPI
2024-08-02,12:43:51,PNQ8361457,Completed,CID2842672,Go Mini,Wakad,Kharadi,3.5,5.0,,,,,,,361.0,18.85,3.9,4.2,UPI
2024-02-21,21:48:13,PNQ5992100,Cancelled by Customer,CID1412572,Go Mini,Lohegaon,NIBM Road,,,1.0,Change of plans,,,,,,,,,
2024-05-23,18:52:49,PNQ9806249,Completed,CID6541962,Auto,Kalyani Nagar,Balewadi,2.8,6.6,,,,,,,254.0,12.06,4.8,4.7,UPI
2024-09-28,20:33:02,PNQ2668598,Completed,CID1498297,Go Mini,Undri,Viman Nagar,7.8,12.2,,,,,,,275.0,8.92,4.2,4.4,UPI
2024-06-06,14:54:59,PNQ5337228,Completed,CID5528846,Go Mini,Vishrantwadi,Hadapsar,1.2,21.3,,,,,,,252.0,12.2,4.7,4.5,Credit Card
2024-02-16,17:41:09,PNQ6018864,Cancelled by Driver,CID1883028,Go Mini,Magarpatta,Balewadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-01-30,08:38:52,PNQ6128260,Completed,CID2386204,Auto,Swargate,Nigdi,8.0,2.0,,,,,,,411.0,19.4,3.9,4.6,Cash
2024-05-04,12:23:02,PNQ4975824,Completed,CID7800304,Auto,Pimpri,Swargate,9.0,4.6,,,,,,,207.0,13.94,4.3,4.9,Cash
2024-12-13,07:11:50,PNQ5398269,Cancelled by Driver,CID8739622,Go Sedan,Akurdi,Katraj,,,,,1.0,Customer cancelled trip,,,,,,,
2024-05-01,07:16:08,PNQ5709493,Completed,CID3695389,Go Sedan,Aundh,Viman Nagar,7.9,20.6,,,,,,,169.0,8.03,4.0,4.8,UPI
2024-08-29,11:23:28,PNQ7890681,Cancelled by Driver,CID5094790,Bike,Airport Road,Hinjewadi Phase 2,,,,,1.0,Vehicle breakdown,,,,,,,
2024-07-12,13:38:39,PNQ3820979,Cancelled by Driver,CID4588773,Auto,Dhanori,NIBM Road,,,,,1.0,Personal issue,,,,,,,
2024-02-02,07:21:18,PNQ7708976,Completed,CID7742165,Go Mini,Kothrud,Baner,2.9,1.9,,,,,,,70.0,4.43,4.7,4.5,Ola Money
2024-10-29,03:18:40,PNQ7691694,Completed,CID5102773,Go Mini,Undri,Deccan Gymkhana,5.9,12.9,,,,,,,199.0,9.29,4.3,4.3,UPI
2024-05-12,08:05:33,PNQ3928494,Completed,CID7244565,Go Sedan,Katraj,Lohegaon,7.5,14.4,,,,,,,514.0,17.58,4.6,4.3,UPI
2024-12-28,08:19:15,PNQ7946820,Completed,CID2675274,Go Mini,Magarpatta,Swargate,6.3,17.3,,,,,,,226.0,8.2,4.0,4.9,Debit Card
2024-08-11,20:23:14,PNQ4635167,Completed,CID1734136,Go Mini,Pimpri,Undri,4.2,30.2,,,,,,,600.0,21.23,3.5,4.5,Ola Money
2024-02-13,20:43:41,PNQ6768275,Cancelled by Customer,CID8785567,Prime Sedan,Dhanori,Wagholi,,,1.0,Wrong vehicle type shown,,,,,,,,,
2024-03-21,17:37:30,PNQ2606823,Completed,CID4640600,Prime Sedan,Aundh,Lohegaon,3.5,25.4,,,,,,,437.0,10.66,4.4,4.6,UPI
2024-09-04,07:41:06,PNQ9762826,Completed,CID9606735,Auto,Deccan Gymkhana,Chinchwad,6.0,15.6,,,,,,,206.0,13.84,5.0,4.5,Cash
2024-06-13,02:09:43,PNQ2804213,Completed,CID7274866,Go Mini,Viman Nagar,Shivajinagar,0.8,12.1,,,,,,,204.0,7.74,4.9,4.3,UPI
2024-10-26,07:43:59,PNQ4829289,No Driver Found,CID2055900,Prime SUV,Hinjewadi Phase 1,Hinjewadi Phase 3,,,,,,,,,,,,,
2024-08-27,16:24:57,PNQ9963430,Completed,CID6323945,Bike,Lohegaon,Wakad,1.3,8.5,,,,,,,188.0,15.08,3.9,4.2,UPI
2024-06-22,18:58:28,PNQ4912712,Cancelled by Driver,CID4662763,Bike,Kothrud,Dhanori,,,,,1.0,Traffic too heavy,,,,,,,
2024-04-19,19:32:07,PNQ4164378,Completed,CID5842852,Bike,Akurdi,Aundh,2.5,25.8,,,,,,,164.0,9.76,3.7,4.6,UPI
2024-08-06,07:39:05,PNQ5685856,Cancelled by Customer,CID4563372,Prime SUV,Pimpri,Balewadi,,,1.0,Driver was too far,,,,,,,,,
2024-01-28,17:31:14,PNQ6104470,Cancelled by Driver,CID7063808,Bike,Baner,Kothrud,,,,,1.0,Customer cancelled trip,,,,,,,
2024-11-12,08:06:37,PNQ2332809,Completed,CID8117318,Go Mini,Hinjewadi Phase 3,Viman Nagar,6.8,27.7,,,,,,,504.0,22.12,4.9,4.7,UPI
2024-10-08,09:36:57,PNQ6349380,Completed,CID9008632,Bike,Dhanori,NIBM Road,1.2,11.4,,,,,,,268.0,15.05,3.7,4.5,Debit Card
2024-02-08,18:28:13,PNQ6656890,Completed,CID5789298,Bike,Hinjewadi Phase 3,Viman Nagar,24.1,16.3,,,,,,,265.0,18.67,3.9,4.8,Cash
2024-12-13,13:49:30,PNQ4024625,Completed,CID2197846,Bike,Pimpri,Undri,2.3,5.4,,,,,,,262.0,20.59,4.2,4.7,UPI
2024-02-28,18:22:08,PNQ3670809,Completed,CID6785702,Auto,Viman Nagar,Kothrud,10.9,12.1,,,,,,,299.0,14.94,4.6,4.6,UPI
2024-10-16,14:28:31,PNQ8753603,No Driver Found,CID5827449,Go Sedan,Kothrud,Wagholi,,,,,,,,,,,,,
2024-01-01,12:18:22,PNQ8736840,No Driver Found,CID1101523,Auto,Aundh,Viman Nagar,,,,,,,,,,,,,
2024-10-31,18:53:46,PNQ8901885,Completed,CID6060739,Auto,Dhanori,Hadapsar,8.0,3.1,,,,,,,238.0,10.29,4.2,4.3,Credit Card
2024-02-11,11:12:03,PNQ8614576,Completed,CID8028059,Prime SUV,Hinjewadi Phase 1,Hinjewadi Phase 3,0.1,10.2,,,,,,,234.0,5.65,4.0,4.5,UPI
2024-05-10,09:03:00,PNQ2493387,Completed,CID2602640,Prime Sedan,Dhanori,Chinchwad,3.8,3.7,,,,,,,317.0,10.07,4.4,4.5,UPI
2024-03-31,00:49:41,PNQ4191237,Cancelled by Driver,CID8455543,Go Sedan,Magarpatta,Aundh,,,,,1.0,Customer not reachable,,,,,,,
2024-07-12,18:33:15,PNQ7199352,Completed,CID5645311,Auto,Wakad,Chinchwad,8.7,18.5,,,,,,,227.0,6.61,4.1,4.5,UPI
2024-10-13,14:39:02,PNQ9948817,Cancelled by Driver,CID7161835,Go Mini,Aundh,Nigdi,,,,,1.0,Customer not reachable,,,,,,,
2024-04-19,18:19:40,PNQ7905365,Completed,CID6354366,Auto,Kharadi,Pimpri,13.2,26.5,,,,,,,465.0,21.65,3.7,4.5,Debit Card
2024-06-26,20:10:38,PNQ2969282,Cancelled by Driver,CID7877060,Bike,Chinchwad,Pune Station,,,,,1.0,Customer cancelled trip,,,,,,,
2024-06-10,14:28:48,PNQ7581369,Completed,CID4278043,Go Mini,Deccan Gymkhana,Airport Road,1.3,16.3,,,,,,,247.0,11.66,5.0,4.8,UPI
2024-07-22,05:41:49,PNQ1391363,Completed,CID9198993,Go Mini,Dhanori,Swargate,6.4,25.6,,,,,,,230.0,12.56,4.3,4.0,Cash
2024-01-25,09:38:49,PNQ1980525,Cancelled by Customer,CID1647124,Auto,Pune Station,Wakad,,,1.0,Driver was too far,,,,,,,,,
2024-04-15,09:43:44,PNQ2357163,Incomplete,CID3020511,Bike,Shivajinagar,NIBM Road,11.1,32.1,,,,,1.0,Route issue,147.0,10.86,,,
2024-08-23,17:19:40,PNQ4439810,No Driver Found,CID9729109,Prime SUV,Swargate,Hadapsar,,,,,,,,,,,,,
2024-02-05,15:46:09,PNQ2751644,Incomplete,CID9127369,Prime Sedan,Hinjewadi Phase 1,Hinjewadi Phase 2,1.4,13.8,,,,,1.0,Vehicle Breakdown,50.0,1.0,,,
2024-05-02,18:34:32,PNQ2955491,Completed,CID2632047,Auto,NIBM Road,Pune Station,3.5,6.9,,,,,,,173.0,8.72,5.0,4.4,Ola Money
2024-02-19,05:56:15,PNQ5068493,Cancelled by Driver,CID6471468,Prime SUV,Baner,Hinjewadi Phase 1,,,,,1.0,Traffic too heavy,,,,,,,
2024-10-08,17:28:11,PNQ9263879,Completed,CID2503383,Auto,Balewadi,Dhanori,3.0,34.3,,,,,,,340.0,13.88,4.4,3.8,UPI
2024-02-06,05:48:20,PNQ9414734,Cancelled by Customer,CID4808415,Go Sedan,Deccan Gymkhana,Hadapsar,,,1.0,Wait time too long,,,,,,,,,
2024-02-21,09:17:24,PNQ8463862,Completed,CID1145457,Bike,Dhanori,Pune Station,5.1,1.5,,,,,,,124.0,9.85,3.6,4.7,Cash
2024-01-31,07:19:10,PNQ2132449,No Driver Found,CID1088488,Bike,Hadapsar,Hinjewadi Phase 2,,,,,,,,,,,,,
2024-03-17,00:15:34,PNQ8911221,Cancelled by Driver,CID7644418,Go Mini,Hinjewadi Phase 3,Lohegaon,,,,,1.0,Personal issue,,,,,,,
2024-12-02,15:23:50,PNQ8737917,Completed,CID4170955,Auto,Magarpatta,Hadapsar,0.8,10.6,,,,,,,102.0,3.22,4.0,5.0,Cash
2024-04-30,08:49:35,PNQ9799252,Completed,CID5978798,Auto,Balewadi,Akurdi,14.0,4.2,,,,,,,226.0,10.36,3.8,4.3,UPI
2024-04-10,17:04:56,PNQ3779281,Completed,CID1594388,Bike,Magarpatta,Chinchwad,12.6,14.6,,,,,,,277.0,21.85,4.4,4.6,Cash
2024-12-10,11:07:46,PNQ5051152,Cancelled by Driver,CID8015928,Go Sedan,Hinjewadi Phase 3,NIBM Road,,,,,1.0,Personal issue,,,,,,,
2024-11-22,12:26:53,PNQ1980349,Cancelled by Driver,CID2619844,Auto,Katraj,Hinjewadi Phase 3,,,,,1.0,Traffic too heavy,,,,,,,
2024-01-05,09:36:43,PNQ1964918,Cancelled by Driver,CID3932854,Prime Sedan,Koregaon Park,Katraj,,,,,1.0,Personal issue,,,,,,,
2024-12-07,17:41:44,PNQ8561221,Completed,CID3757692,Auto,Airport Road,Pimpri,6.7,22.2,,,,,,,331.0,16.71,4.3,4.4,UPI
2024-09-02,23:47:24,PNQ8918087,Cancelled by Customer,CID7324287,Bike,Hinjewadi Phase 3,Airport Road,,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-03,01:47:32,PNQ3361791,Cancelled by Driver,CID3496720,Auto,Katraj,Airport Road,,,,,1.0,Customer not reachable,,,,,,,
2024-10-30,17:41:31,PNQ6361157,Completed,CID4823415,Auto,Kalyani Nagar,Pimpri,21.5,23.8,,,,,,,325.0,14.19,4.3,4.3,UPI
2024-08-07,13:02:02,PNQ6013019,Completed,CID7497624,Prime SUV,Magarpatta,Wagholi,3.5,8.5,,,,,,,319.0,8.34,4.2,4.2,UPI
2024-01-12,11:05:16,PNQ1816097,Completed,CID2847812,Bike,Lohegaon,Koregaon Park,11.3,9.8,,,,,,,124.0,6.72,3.8,4.7,Cash
2024-12-23,17:49:03,PNQ1869207,Cancelled by Driver,CID2866569,Go Sedan,Lohegaon,Vishrantwadi,,,,,1.0,Traffic too heavy,,,,,,,
2024-08-30,20:29:07,PNQ1089689,Cancelled by Driver,CID7137093,Prime SUV,Hadapsar,Aundh,,,,,1.0,Customer not reachable,,,,,,,
2024-08-10,09:35:23,PNQ7956579,Cancelled by Driver,CID8366683,Bike,Wagholi,Kharadi,,,,,1.0,Customer cancelled trip,,,,,,,
2024-01-15,18:42:34,PNQ4136971,Cancelled by Driver,CID8830716,Auto,Akurdi,Deccan Gymkhana,,,,,1.0,Personal issue,,,,,,,
2024-11-06,10:11:13,PNQ6556214,Completed,CID8429567,Auto,Katraj,Dhanori,5.2,3.6,,,,,,,380.0,18.74,4.4,4.5,Cash
2024-08-22,00:23:05,PNQ1435385,Completed,CID7821453,Bike,Chinchwad,Dhanori,1.3,13.9,,,,,,,165.0,11.75,4.5,4.9,Cash
2024-02-26,20:37:48,PNQ5561479,Cancelled by Driver,CID5819175,Bike,NIBM Road,Wagholi,,,,,1.0,Customer not reachable,,,,,,,
2024-02-11,16:51:41,PNQ7850198,Completed,CID3210748,Prime SUV,NIBM Road,Shivajinagar,1.3,16.1,,,,,,,317.0,8.88,4.1,4.3,UPI
2024-06-04,11:59:23,PNQ7445514,Cancelled by Driver,CID4380940,Auto,Pimpri,Balewadi,,,,,1.0,Customer not reachable,,,,,,,
2024-08-03,16:09:39,PNQ7624140,Completed,CID8840994,Prime Sedan,Kalyani Nagar,Kharadi,1.2,24.3,,,,,,,201.0,4.26,4.1,4.8,Cash
2024-07-21,11:24:52,PNQ1062756,Cancelled by Driver,CID9900907,Go Mini,NIBM Road,Wakad,,,,,1.0,Customer cancelled trip,,,,,,,
2024-02-28,16:29:27,PNQ6608268,Completed,CID9417962,Prime Sedan,Koregaon Park,Deccan Gymkhana,3.1,21.8,,,,,,,245.0,7.3,4.1,4.0,Cash
2024-09-12,06:28:28,PNQ1031315,Completed,CID6307279,Auto,Koregaon Park,Akurdi,6.7,20.0,,,,,,,258.0,16.43,4.3,4.3,UPI
2024-12-16,18:44:48,PNQ7983969,Completed,CID1620542,Auto,Wakad,Akurdi,5.4,17.0,,,,,,,154.0,3.87,3.1,4.1,Cash
2024-12-11,14:26:48,PNQ9672148,Completed,CID8598221,Go Mini,Dhanori,Magarpatta,3.3,12.6,,,,,,,217.0,9.21,4.4,4.3,UPI
2024-03-13,19:15:37,PNQ1441328,Completed,CID1493395,Auto,Koregaon Park,Hadapsar,11.3,25.6,,,,,,,157.0,5.6,4.7,4.4,UPI
2024-06-30,12:08:47,PNQ4063350,Completed,CID6160690,Bike,NIBM Road,Magarpatta,4.0,6.4,,,,,,,124.0,7.27,3.3,4.3,UPI
2024-07-24,18:24:59,PNQ7096404,Completed,CID8731171,Go Sedan,Baner,Hadapsar,1.9,15.6,,,,,,,446.0,16.07,4.3,4.5,Cash
2024-08-13,15:01:23,PNQ7201396,Completed,CID7276037,Auto,Chinchwad,Deccan Gymkhana,7.8,21.0,,,,,,,384.0,17.79,4.5,4.2,Debit Card
2024-07-05,14:29:06,PNQ3624423,No Driver Found,CID6841735,Go Mini,Kothrud,Pune Station,,,,,,,,,,,,,
2024-04-10,15:54:33,PNQ9481554,Completed,CID3626573,Bike,Koregaon Park,Vishrantwadi,28.2,4.5,,,,,,,94.0,5.96,4.4,4.4,Cash
2024-09-01,18:52:02,PNQ9739008,Completed,CID4306323,Go Sedan,Hinjewadi Phase 3,Shivajinagar,3.4,28.8,,,,,,,505.0,17.55,3.6,4.8,Cash
2024-03-25,17:13:43,PNQ8636079,Completed,CID1159555,Go Sedan,Airport Road,Undri,2.7,9.3,,,,,,,418.0,12.75,4.1,4.5,Credit Card
2024-12-01,21:48:18,PNQ4315342,Completed,CID5081765,Go Sedan,Koregaon Park,Viman Nagar,13.9,22.1,,,,,,,106.0,4.55,4.2,4.9,Cash
2024-12-07,11:04:19,PNQ8718627,No Driver Found,CID4496697,Go Sedan,Viman Nagar,Deccan Gymkhana,,,,,,,,,,,,,
2024-06-01,18:56:24,PNQ5417893,Completed,CID6248922,Go Mini,Deccan Gymkhana,Dhanori,6.3,2.3,,,,,,,219.0,8.94,4.0,4.4,UPI
2024-03-31,14:13:46,PNQ1428755,Cancelled by Driver,CID1334978,Bike,Hinjewadi Phase 2,Katraj,,,,,1.0,Traffic too heavy,,,,,,,
2024-04-21,00:43:07,PNQ8414298,Completed,CID2767586,Go Sedan,Akurdi,Kothrud,4.8,7.5,,,,,,,329.0,17.84,4.1,4.2,Ola Money
2024-02-06,18:26:49,PNQ1185477,Completed,CID3990244,Go Sedan,Kothrud,Hinjewadi Phase 2,2.7,34.7,,,,,,,448.0,16.08,4.0,4.5,UPI
2024-02-19,17:11:40,PNQ5413891,Cancelled by Driver,CID4818613,Auto,Lohegaon,Shivajinagar,,,,,1.0,Customer not reachable,,,,,,,
2024-12-09,07:11:18,PNQ2930092,No Driver Found,CID3804693,Go Mini,Airport Road,Kalyani Nagar,,,,,,,,,,,,,
2024-09-18,09:38:25,PNQ1449972,No Driver Found,CID1094816,Go Mini,Katraj,Shivajinagar,,,,,,,,,,,,,
2024-09-29,17:13:56,PNQ3908459,Cancelled by Customer,CID1847453,Go Sedan,Hadapsar,Dhanori,,,1.0,Driver asked to cancel,,,,,,,,,
2024-07-31,09:01:53,PNQ5500248,Completed,CID2736432,Go Mini,Viman Nagar,Hinjewadi Phase 2,3.1,12.9,,,,,,,560.0,22.01,4.7,4.7,Ola Money
2024-05-08,11:24:34,PNQ3024308,Cancelled by Driver,CID2951965,Bike,Hinjewadi Phase 1,Hinjewadi Phase 3,,,,,1.0,Customer not reachable,,,,,,,
2024-10-16,11:32:57,PNQ7883873,Cancelled by Customer,CID3725695,Go Sedan,Hinjewadi Phase 2,Koregaon Park,,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-04,21:13:24,PNQ2747202,Completed,CID5470306,Bike,Airport Road,Hinjewadi Phase 1,5.0,10.0,,,,,,,250.0,22.33,3.5,3.6,Ola Money
2024-10-09,15:14:00,PNQ9318436,Cancelled by Customer,CID4956001,Auto,Koregaon Park,Viman Nagar,,,1.0,Wait time too long,,,,,,,,,
2024-01-15,09:14:31,PNQ8512655,Completed,CID5700136,Auto,Kharadi,Katraj,3.0,15.1,,,,,,,216.0,10.55,3.9,4.3,Cash
2024-12-15,16:41:14,PNQ3293182,Completed,CID2781505,Go Sedan,Kalyani Nagar,Undri,4.7,18.8,,,,,,,227.0,9.67,4.6,4.7,UPI
2024-07-24,17:44:53,PNQ4201778,Completed,CID6949878,Bike,Nigdi,Lohegaon,7.7,7.4,,,,,,,258.0,13.93,4.9,4.8,UPI
2024-02-10,18:36:11,PNQ9361522,Cancelled by Driver,CID9499231,Bike,Lohegaon,Hadapsar,,,,,1.0,Customer not reachable,,,,,,,
2024-03-15,18:45:38,PNQ8389041,Completed,CID3534947,Go Sedan,Hinjewadi Phase 2,Wakad,2.8,14.1,,,,,,,135.0,3.63,4.6,3.6,UPI
2024-02-28,17:10:30,PNQ4843400,Completed,CID3333028,Go Mini,NIBM Road,Viman Nagar,1.9,22.4,,,,,,,182.0,8.48,3.9,4.0,Cash
2024-01-30,11:38:14,PNQ1539734,Cancelled by Driver,CID2404493,Go Sedan,Pimpri,Shivajinagar,,,,,1.0,Traffic too heavy,,,,,,,
2024-05-23,06:58:16,PNQ1249816,Cancelled by Driver,CID3798881,Prime Sedan,Aundh,Undri,,,,,1.0,Personal issue,,,,,,,
2024-01-26,11:59:43,PNQ6513738,Cancelled by Driver,CID2406634,Go Sedan,Lohegaon,Kalyani Nagar,,,,,1.0,Customer cancelled trip,,,,,,,
2024-03-15,15:05:34,PNQ4763817,Completed,CID7220321,Prime Sedan,Chinchwad,Balewadi,3.5,33.2,,,,,,,252.0,7.97,4.2,4.4,Ola Money
2024-08-19,08:32:10,PNQ4266406,Completed,CID2275602,Prime SUV,Lohegaon,Akurdi,2.4,15.3,,,,,,,694.0,16.27,4.0,4.7,UPI
2024-05-23,13:33:12,PNQ1940574,Cancelled by Driver,CID2736649,Go Sedan,Nigdi,Pimpri,,,,,1.0,Vehicle breakdown,,,,,,,
2024-01-11,07:07:28,PNQ2944375,Completed,CID1732906,Auto,Wakad,Magarpatta,2.9,4.6,,,,,,,314.0,19.45,4.9,4.0,Ola Money
2024-12-22,15:25:41,PNQ3687651,Completed,CID1004604,Go Mini,Kalyani Nagar,Kharadi,3.0,7.4,,,,,,,178.0,6.14,4.7,4.3,Cash
2024-01-28,19:30:21,PNQ6531625,Completed,CID6763891,Go Mini,Kothrud,Dhanori,1.9,2.9,,,,,,,329.0,14.11,3.5,4.8,UPI
2024-12-12,13:39:46,PNQ3085674,Cancelled by Driver,CID1827114,Go Mini,Dhanori,Kharadi,,,,,1.0,Customer not reachable,,,,,,,
2024-09-23,16:53:36,PNQ9839217,Completed,CID7507767,Go Sedan,Pimpri,Dhanori,7.6,9.9,,,,,,,239.0,10.61,3.8,4.1,UPI
2024-09-01,20:37:39,PNQ8172725,No Driver Found,CID7831141,Auto,Hinjewadi Phase 2,Kothrud,,,,,,,,,,,,,
2024-08-17,16:03:20,PNQ5734856,Completed,CID7251636,Go Sedan,Hadapsar,Magarpatta,27.9,18.2,,,,,,,70.0,2.14,3.8,4.7,UPI
2024-03-23,21:08:06,PNQ8517924,Completed,CID4800850,Bike,Balewadi,Magarpatta,1.9,12.7,,,,,,,254.0,19.84,4.2,4.3,UPI
2024-09-08,07:17:34,PNQ1328130,Cancelled by Driver,CID6736979,Auto,Kalyani Nagar,Katraj,,,,,1.0,Customer not reachable,,,,,,,
2024-07-28,18:26:22,PNQ5334804,Cancelled by Customer,CID7639054,Go Sedan,Nigdi,Kothrud,,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-21,17:35:39,PNQ9862295,Cancelled by Customer,CID2575193,Bike,Akurdi,Dhanori,,,1.0,Driver asked to cancel,,,,,,,,,
2024-09-30,17:57:00,PNQ7253096,Completed,CID5535413,Auto,Airport Road,Lohegaon,3.2,9.7,,,,,,,195.0,6.01,4.3,4.5,UPI
2024-08-09,06:13:40,PNQ6326840,Completed,CID1983018,Go Sedan,Lohegaon,Dhanori,5.2,11.7,,,,,,,50.0,1.28,4.7,4.7,Cash
2024-12-16,19:55:45,PNQ1767753,No Driver Found,CID1409128,Go Mini,Katraj,NIBM Road,,,,,,,,,,,,,
2024-06-09,12:15:06,PNQ3861727,Completed,CID2639136,Auto,Swargate,Kharadi,5.4,9.4,,,,,,,272.0,12.71,4.3,4.9,Debit Card
2024-07-27,08:06:10,PNQ4425186,Cancelled by Driver,CID6054911,Go Sedan,Lohegaon,Airport Road,,,,,1.0,Customer not reachable,,,,,,,
2024-11-01,13:23:53,PNQ2382121,Cancelled by Customer,CID6876259,Auto,Swargate,Pimpri,,,1.0,Driver asked to cancel,,,,,,,,,
2024-06-29,13:11:47,PNQ5168251,Completed,CID3162978,Prime Sedan,Pimpri,Lohegaon,1.4,14.2,,,,,,,387.0,11.59,4.5,4.6,Cash
2024-07-31,07:38:19,PNQ8546440,Cancelled by Customer,CID7582882,Auto,Hinjewadi Phase 3,Pune Station,,,1.0,Driver asked to cancel,,,,,,,,,
2024-11-07,12:31:58,PNQ5928347,No Driver Found,CID1188516,Go Mini,Balewadi,Pimpri,,,,,,,,,,,,,
2024-10-14,14:05:36,PNQ5541451,Cancelled by Driver,CID7752094,Go Mini,Magarpatta,Dhanori,,,,,1.0,Traffic too heavy,,,,,,,
2024-04-18,14:44:45,PNQ9195585,Completed,CID9988861,Auto,NIBM Road,Viman Nagar,2.7,27.9,,,,,,,144.0,8.64,4.2,4.6,Cash
2024-10-29,16:56:37,PNQ3017628,Completed,CID3619561,Bike,Vishrantwadi,Hinjewadi Phase 1,4.2,4.1,,,,,,,165.0,13.39,4.0,4.3,UPI
2024-01-28,12:10:44,PNQ6779930,Completed,CID2470788,Auto,Hadapsar,Katraj,1.6,21.2,,,,,,,95.0,2.39,3.8,4.5,Credit Card
2024-01-25,07:13:41,PNQ7347458,Completed,CID9111952,Auto,Pune Station,Baner,0.8,30.1,,,,,,,173.0,8.4,3.7,4.4,Cash
2024-01-07,14:27:31,PNQ7008992,No Driver Found,CID6149441,Bike,Hadapsar,Balewadi,,,,,,,,,,,,,
2024-06-27,08:43:44,PNQ1868684,Completed,CID5397213,Go Sedan,Magarpatta,Baner,1.3,10.3,,,,,,,431.0,15.6,4.0,4.9,UPI
2024-03-28,07:14:51,PNQ4661552,Completed,CID9256850,Bike,Vishrantwadi,Hinjewadi Phase 1,12.8,20.5,,,,,,,180.0,14.47,3.4,4.0,Cash
2024-12-19,08:58:07,PNQ8942707,Completed,CID1274432,Auto,Chinchwad,Airport Road,5.7,4.9,,,,,,,360.0,18.43,4.3,4.1,Cash
2024-05-03,06:39:55,PNQ2662440,Completed,CID9067986,Bike,Hinjewadi Phase 2,Lohegaon,11.6,18.5,,,,,,,298.0,20.48,4.5,4.2,UPI
